"id","condition","f0_mean","f0_stddev","f0_range","f1_mean","f1_stddev","f1_range","f2_mean","f2_stddev","f2_range","f3_mean","f3_stddev","f3_range","f4_mean","f4_stddev","f4_range","loudness_mean","loudness_stddev","loudness_range","hnr_mean","hnr_stddev","hnr_range","jitter","jitter_abs","jitter_rap","jitter_ppq5","jitter_ddp","shimmer","shimmer_db","shimmer_apq3","shimmer_apq5","shimmer_apq11","shimmer_dda","gne_ratio","mfcc1_mean","mfcc2_mean","mfcc3_mean","mfcc4_mean","mfcc5_mean","mfcc6_mean","mfcc7_mean","mfcc8_mean","mfcc9_mean","mfcc10_mean","mfcc11_mean","mfcc12_mean","mfcc13_mean","mfcc14_mean","mfcc1_var","mfcc2_var","mfcc3_var","mfcc4_var","mfcc5_var","mfcc6_var","mfcc7_var","mfcc8_var","mfcc9_var","mfcc10_var","mfcc11_var","mfcc12_var","mfcc13_var","mfcc14_var","cpp_mean","cpp_var","spir","dur_med","dur_mad","silence_ratio","rel_f0_sd","rel_se0_sd"
11,"neutral",54.1217120619221,60.0556585994131,408.123547775449,566.926989756222,322.154329050967,2313.02230989044,1750.53025131414,333.902626614002,3105.6334727091,2822.86617030431,416.807397131262,2722.24788698627,3931.41915628436,412.563087856829,5426.21027487899,57.007699088994,7.88777571944137,37.1385502538321,10.4038531465909,5.6327297230205,25.621453330742,0.0215310867613829,0.000222387173462895,0.0127106405862343,0.0136896967604621,0.0355281198431501,0.16882282001949,1.44933054739441,0.0775106033562041,0.101581314220626,0.156316736705048,0.220398723023356,0.80803490606007,-396.496063232422,126.463447570801,-10.1568441390991,25.6552238464355,0.0638784319162369,4.03624105453491,-4.40244579315186,-9.79343509674072,-13.8193302154541,-17.1500663757324,-11.1676530838013,-10.4676713943481,-9.31160068511963,-7.67782545089722,2195.21752929688,955.712890625,389.910247802734,245.813293457031,291.68408203125,196.676422119141,113.404563903809,61.4042816162109,89.8911285400391,74.1632690429688,52.381462097168,48.9063873291016,43.5987434387207,44.0995025634766,15.0909586580419,2.71618602620733,0.141633028822321,0.8995,0.238333333333334,63.1367963921831,1.12294627728046,0.129480823729741
12,"neutral",59.3827859225217,66.5498454882629,486.275120205503,608.112451572461,259.792392299672,1936.28646419785,1758.9507112942,344.530956675796,2742.23196370493,2878.90408848127,369.630383382233,2623.36175591153,3922.74320262052,435.066675115408,5319.82084889307,55.1042976972313,6.89279018313118,30.3337455225635,6.09191276117217,5.4284650714951,25.621453330742,0.0295545853934227,0.000260873835196065,0.0155705683004957,0.0175384896298526,0.0463557559290308,0.18018087826515,1.52860320962931,0.0775106033562041,0.123197706361883,0.197824579927311,0.228864236109805,0.609839737134974,-423.398651123047,142.746490478516,-17.52565574646,28.0415210723877,-8.69357967376709,13.6550407409668,-15.7128982543945,-7.06547832489014,-11.9803276062012,-11.4818601608276,-10.3577709197998,-12.1543474197388,-4.45501041412354,-8.15440940856934,1660.97680664062,1227.87829589844,202.102249145508,402.469360351562,263.736755371094,165.966781616211,143.861022949219,68.1989898681641,80.1987533569336,71.5783767700195,64.6897583007812,47.6675109863281,47.0482292175293,34.4497871398926,15.2430722813959,2.77535719975008,0.128871515099446,0.745000000000001,0.0770000000000017,55.0344595730375,1.00424214229659,0.12339907669917
13,"neutral",124.35746749118,99.1562226236792,490.010863324142,574.74378743719,239.979755742904,2488.64844877942,1637.11858814072,358.896597647099,2583.08245767006,2790.77925382938,348.126429253731,2877.87698358865,3939.83478226601,408.370711885155,5371.21576773733,61.8849172870664,8.60386173004341,41.0006640343402,12.2044489250648,5.90036637834047,34.2015609431457,0.0184828410163186,0.000105930644982268,0.00916001422923898,0.00993108840295709,0.0286679882374924,0.142928527838257,1.29727286076453,0.0610917061919729,0.0866116437821349,0.132847295729147,0.177722382944691,0.666806047334017,-352.1650390625,130.958511352539,-2.93618154525757,10.9710540771484,-3.26316785812378,0.567223072052002,-8.9453010559082,-11.3065299987793,-17.13600730896,-24.2778949737549,-11.6167364120483,-11.8847484588623,-9.90825748443604,-6.1053729057312,2637.59106445312,1785.30615234375,520.053588867188,496.144073486328,291.656280517578,141.503021240234,134.452545166016,110.465751647949,106.131370544434,155.50862121582,89.6631774902344,83.873291015625,77.8442916870117,49.4008445739746,16.1404384674937,4.44536851612854,0.336692239243886,0.598999999999999,0.0466666666666683,37.703141928494,0.673672877858292,0.129480823729741
14,"neutral",106.194446577985,107.242827940047,499.427070486385,609.616315621628,271.429450200065,2718.22952425794,1839.88044550157,362.553617713549,2415.54555938746,2876.66440514245,278.541884574644,2713.68351006354,3942.41128504217,307.620577226607,5343.91662316292,58.2012133678953,7.93792882437734,40.7025409763829,9.08707731767816,6.36954750501852,31.1939293194526,0.0304386876378062,0.000142565726806372,0.0164722285294036,0.0179397167145075,0.0493517443969402,0.149443382737717,1.40211460677909,0.0775106033562041,0.0992079486530509,0.151401340723858,0.226317981272957,0.82857356258067,-340.405487060547,122.897239685059,-18.7101039886475,13.9440937042236,4.07116985321045,2.87837600708008,-22.3501396179199,-12.2082357406616,-13.1264238357544,-18.4445896148682,-12.3798522949219,-7.25932455062866,-9.25336360931396,-5.6464147567749,3345.0126953125,1033.68627929688,660.621643066406,417.211883544922,456.403503417969,232.012161254883,285.680023193359,137.700271606445,94.902717590332,92.3570251464844,86.180534362793,89.3660202026367,69.9971923828125,44.2548027038574,15.538256066618,3.99457175309321,0.136478402292837,0.5825,0.15821052631579,51.7924853498793,1.37682005301285,0.135177094086803
15,"neutral",104.940506463517,82.155716137546,439.298251714214,594.059526874452,224.137162887313,2359.97742794547,1745.54350539134,433.663064535313,2775.14369243008,2988.21993030962,304.190900010642,3064.18822315034,3787.53504024336,497.964056452651,5445.78208447905,60.4752209354648,7.13846674785434,42.0125593625705,11.4508815461451,5.81574405420668,34.4416228296901,0.0258801725827985,0.000125122127182693,0.0145269531891226,0.0142309088322707,0.0405259149313336,0.164995510547201,1.4828028054458,0.0696466982330223,0.0945297538397342,0.158165515247988,0.198542560098856,0.677871727762828,-341.216735839844,113.294929504395,-0.092259019613266,15.195164680481,-1.81150567531586,3.54342103004456,-14.7078304290771,-2.34405040740967,-11.3960313796997,-18.6451034545898,-14.3713693618774,-9.29327487945557,-9.19688892364502,-12.2834939956665,3266.74267578125,1403.15441894531,455.646514892578,572.253967285156,396.600219726562,220.70573425293,239.0693359375,81.5658187866211,80.1987533569336,118.110412597656,90.9727020263672,72.6207504272461,52.6550331115723,61.8621711730957,15.4874223552604,2.62147870949109,0.24418320717201,0.859000000000002,0.118499999999997,51.7924853498793,0.743660281187279,0.120515496850288
16,"neutral",92.3652745413846,99.0749747983567,466.639049822313,592.281827309507,378.685176925772,2846.84008244141,1758.9507112942,427.618868145255,3309.19774589516,2806.26848350586,455.537209406061,3144.32706403308,3896.57100867358,523.778037573113,5407.74857340705,58.1055772754893,7.14694137159848,38.7465554245927,8.79444688199767,4.56958647061095,25.621453330742,0.0252499285054328,0.000149970493853423,0.0148170644145359,0.0137617639687388,0.0444511932436076,0.168653126568063,1.56276476096801,0.0846983726488899,0.111109022162357,0.200533196566706,0.268501524809698,0.716223508086017,-364.702728271484,129.040252685547,-3.92549800872803,18.5378971099854,3.74597525596619,5.16743755340576,-8.34317302703857,-6.8203272819519,-8.59902381896973,-20.4451389312744,-12.6949663162231,-12.2761697769165,-7.33046770095825,-4.94473028182983,2737.41943359375,1534.35144042969,690.348022460938,663.246032714844,427.555603027344,204.8857421875,167.135101318359,109.45133972168,78.6749572753906,122.073364257812,61.7304153442383,65.3166046142578,66.9213790893555,41.3556671142578,15.4548970808576,2.90781396514639,0.216877921827558,0.6955,0.191666666666667,38.3633633633634,0.782282450562255,0.122735521082647
17,"neutral",108.314579615613,117.449832876246,496.915012809134,601.829531937185,320.504237294992,2340.42351939384,1788.04210203026,413.718414496512,3283.85887833728,2900.01090888959,276.570316441685,2801.23292845569,3968.36755998847,408.370711885155,5399.0494896572,58.495040781748,7.17426213673049,42.3566339613074,10.5487269838861,5.85596611053826,27.7704783616398,0.0215077099848135,0.000100626933032373,0.0128608900027143,0.0119095013883469,0.0348302465197982,0.156136650648999,1.44354674798711,0.0748455117453323,0.0891486261265742,0.1501720718866,0.220154638663253,0.733126835866737,-353.672332763672,116.088302612305,-7.31099367141724,19.2999496459961,-2.90264701843262,4.31596040725708,-9.91974067687988,-9.23788070678711,-11.7328691482544,-22.1891422271729,-11.1676530838013,-11.6953592300415,-8.41191482543945,-6.11696910858154,3369.7275390625,1312.3701171875,830.453552246094,488.292846679688,508.0009765625,216.981353759766,242.659622192383,111.876045227051,84.5925674438477,114.611831665039,88.7562484741211,72.0924758911133,47.2799301147461,41.0999717712402,15.5053699196277,3.99457175309321,0.0601684717208183,0.7315,0.200428571428571,56.5629942013706,1.12294627728046,0.124435719303563
18,"neutral",137.92177249845,110.867688755402,497.527040730037,591.054883407902,196.61114511152,2561.029802001,1714.74592806244,388.061387702712,2623.0372102025,2859.0293860901,271.278510727626,2537.41925971876,3744.51422999803,424.191341169496,5396.47988002342,64.8500483373622,8.65656262473491,46.5530881997154,11.8027599810398,6.0711130848224,34.6934301063354,0.019146780745977,9.90821218819575e-05,0.0101732628726549,0.00993108840295709,0.029091457459562,0.136085930480582,1.24202639291469,0.0564507068467943,0.0781000190611307,0.139207191958697,0.162685789001891,0.82857356258067,-314.911102294922,116.088302612305,1.96126008033752,5.22816896438599,8.54485702514648,-3.35498380661011,-21.1189308166504,-10.9083461761475,-7.56941556930542,-20.9547100067139,-14.8838291168213,-3.49468874931335,-7.12953472137451,-7.0964093208313,4029.98779296875,2009.6455078125,710.516845703125,572.253967285156,508.0009765625,317.794281005859,266.244293212891,109.380294799805,79.7513809204102,198.193084716797,134.077758789062,113.963684082031,60.8210411071777,48.0724678039551,17.2486375442949,12.5032646989352,0.154667079112211,0.700500000000002,0.203857142857143,37.755905511811,0.673672877858292,0.131556833458879
19,"neutral",163.722134774295,97.5908390124796,407.63533861505,519.191855204967,157.047747616595,2493.27936082034,1824.76496843311,301.335319717439,3114.13705364454,2914.42919208876,201.766665021287,2882.43575752677,3955.31831738251,304.595761247191,5179.25554345406,62.9187623196825,8.22831616742975,41.5917819522172,14.9251056080033,7.21774287148373,37.8548181729778,0.0175662612660888,7.62998351741844e-05,0.00955599607916412,0.0107312372484216,0.0286679882374924,0.122135013502903,1.19644771351819,0.0511617114714537,0.0698661815793037,0.124205821469346,0.153721754286115,0.706768120614359,-362.278900146484,112.635299682617,-2.10399532318115,16.581636428833,-4.48116493225098,3.67085981369019,-23.4566230773926,-18.7747497558594,-17.0951099395752,-18.6451034545898,-12.8167781829834,-6.4408106803894,-6.86111068725586,-12.6382761001587,3329.81811523438,1057.19030761719,413.073638916016,452.621124267578,370.371612548828,165.284515380859,296.100555419922,147.893341064453,80.1987533569336,107.644134521484,86.6818008422852,102.514953613281,41.6798934936523,35.7805824279785,16.4487117655874,6.22459603783395,0.503849409488492,0.693999999999999,0.0804374999999998,50.7683442182098,0.55982839648345,0.133994440348989
20,"neutral",83.781155721863,105.464737947749,499.330234567379,581.119434570012,335.759691655868,2591.87866413747,1804.40295343905,442.642143372303,3309.19774589516,2886.3664374543,387.136995714359,2877.87698358865,3887.65004820605,442.529164929479,5158.28616371138,58.0810581618909,6.81505489756428,36.4738797865593,7.78002303310887,5.27875648614096,27.10553883958,0.0312061904474557,0.000232713251998096,0.0213109674190611,0.0192792339879352,0.0528294519219312,0.18018087826515,1.51514720007335,0.085173637414991,0.12294643217517,0.178803346977015,0.268501524809698,0.71536298752468,-385.955535888672,135.059646606445,-4.19017934799194,26.6183986663818,-0.222525462508202,7.41643905639648,-11.7102365493774,-9.62396717071533,-10.641529083252,-18.8199329376221,-12.7769184112549,-12.7778654098511,-10.5127668380737,-8.95741176605225,2422.6552734375,1435.77392578125,471.256866455078,443.152954101562,388.690002441406,216.981353759766,262.183563232422,97.5835266113281,89.1556777954102,98.3672637939453,64.2391510009766,62.2881393432617,55.0657081604004,49.4008445739746,15.2273888093339,2.60086731420532,0.0966580479907208,1.172,0.459999999999999,54.6929743684308,1.18749339458955,0.115093803799831
21,"neutral",96.6043052879947,79.0484004520607,497.317686589236,574.74378743719,323.012810517754,2765.12197326439,1844.38746257101,413.718414496512,3236.72576789376,2914.42919208876,273.316522353889,2724.39506388178,3878.25191156752,561.889235249034,5352.38318827511,59.9282316180493,7.65817989154721,37.4196945611876,10.6936371174817,6.54338310245676,34.8055756040311,0.0268849713141156,0.000144587339153202,0.0126532714612324,0.0133733928998854,0.0374076848309158,0.145927759764539,1.40156221741349,0.0626649588067167,0.0822314806007842,0.138540260612584,0.190285699709528,0.810526378071046,-385.072448730469,121.78295135498,-3.2238461971283,18.5378971099854,8.54485702514648,6.40413665771484,-15.0989112854004,-9.33730411529541,-8.64088344573975,-18.8199329376221,-14.8838291168213,-11.6728115081787,-7.60156488418579,-10.3925142288208,3329.81811523438,1276.52185058594,578.79443359375,449.327026367188,346.476379394531,177.531661987305,298.74462890625,109.478378295898,61.4565925598145,85.7147750854492,67.4706039428711,61.451831817627,47.2799301147461,35.0278930664062,15.5500477044547,4.58290362182673,0.345936970284014,0.844000000000001,0.251749999999998,57.7185185185185,0.999062385803128,0.123048636046442
22,"neutral",86.8140660361834,67.7236135490662,493.643635453039,600.949998588502,285.711583939084,2540.81353346441,1700.40767490035,531.311175206956,3215.64595695569,2775.84362384962,328.75004975678,2466.35631829664,3723.81119487395,407.081145496365,5399.0494896572,63.2601422554942,7.6882117615068,41.8896637801681,9.92699440902077,5.55220975454079,33.7238554678956,0.0189616610427869,0.00011250152861178,0.00788049096378934,0.00991775343025314,0.0285214901262018,0.144917595992431,1.39291727875527,0.0597516987189257,0.0867642419233169,0.139207191958697,0.168998532834264,0.731534488266914,-334.433441162109,141.788757324219,-5.19370079040527,15.195164680481,1.42917847633362,6.11165237426758,-20.2414455413818,-13.785813331604,-10.9580984115601,-17.2397899627686,-12.3791780471802,-7.90903425216675,-5.90088701248169,-7.00585746765137,2488.58251953125,2069.09765625,597.739990234375,663.246032714844,615.802673339844,377.775115966797,250.215484619141,151.897659301758,120.471092224121,139.1767578125,134.077758789062,125.643096923828,71.7530899047852,54.0728034973145,16.4487117655874,6.98646267693151,0.136478402292837,0.608,0.0309999999999997,41.5584415584416,0.759129270231089,0.1216294875139
23,"neutral",77.1504039789014,83.0268473717177,490.040994585882,592.187399255823,240.48379267946,2206.86289398819,1673.67037133177,400.273507558104,3037.07272138837,2843.04762392251,396.082638755913,3061.83342294765,3883.12790279124,432.301175655738,5421.31127499087,59.0375543619605,8.44802386656781,40.5714633480441,7.7144346623619,6.49721501365091,34.9891181557152,0.0287743429541679,0.00019604021995887,0.0155705683004957,0.0162651938464544,0.0416614865596693,0.16882282001949,1.49866010368598,0.0694607552546745,0.101458924071883,0.145405261009449,0.211639430850636,0.731534488266914,-360.340393066406,130.789321899414,-3.90955519676208,12.4272747039795,9.80879020690918,-1.17076504230499,-10.7427177429199,-7.6092939376831,-16.0563163757324,-18.8199329376221,-9.86868667602539,-8.33621788024902,-9.30030250549316,-7.0964093208313,4015.61083984375,2162.5029296875,770.302429199219,796.581970214844,427.555603027344,212.568923950195,162.9951171875,71.1217269897461,119.726669311523,123.859832763672,86.3844680786133,85.6538314819336,77.8442916870117,44.5306854248047,15.6122089235174,6.09178439523842,0.127537464130088,0.800000000000001,0.0845000000000002,63.6121673003802,1.25586619179191,0.147312565518016
