"id","condition","f0_mean","f0_stddev","f0_range","f1_mean","f1_stddev","f1_range","f2_mean","f2_stddev","f2_range","f3_mean","f3_stddev","f3_range","f4_mean","f4_stddev","f4_range","loudness_mean","loudness_stddev","loudness_range","hnr_mean","hnr_stddev","hnr_range","jitter","jitter_abs","jitter_rap","jitter_ppq5","jitter_ddp","shimmer","shimmer_db","shimmer_apq3","shimmer_apq5","shimmer_apq11","shimmer_dda","gne_ratio","mfcc1_mean","mfcc2_mean","mfcc3_mean","mfcc4_mean","mfcc5_mean","mfcc6_mean","mfcc7_mean","mfcc8_mean","mfcc9_mean","mfcc10_mean","mfcc11_mean","mfcc12_mean","mfcc13_mean","mfcc14_mean","mfcc1_var","mfcc2_var","mfcc3_var","mfcc4_var","mfcc5_var","mfcc6_var","mfcc7_var","mfcc8_var","mfcc9_var","mfcc10_var","mfcc11_var","mfcc12_var","mfcc13_var","mfcc14_var","cpp_mean","cpp_var","spir","dur_med","dur_mad","silence_ratio","rel_f0_sd","rel_se0_sd"
1,"neutral",96.6043052879947,106.481187020869,497.527040730037,536.424916510162,233.754903683576,2464.77181636348,1695.85769140476,296.608116621724,2733.1145153169,2791.17859908147,298.995644409624,2166.04513758466,3932.64344655561,357.0766086356,5397.64029901239,54.5843910651144,7.33553254669735,36.3341796554852,7.25632692317735,5.9294044832197,30.8622165312171,0.0350864183651224,0.000157381918198714,0.0176098173073104,0.0235559029282018,0.0528294519219312,0.169197996857268,1.57751051910367,0.0775106033562041,0.101986420482726,0.152518513298646,0.235057868515032,0.737623608471433,-412.656646728516,125.328048706055,-5.16287612915039,19.6492366790771,2.30759406089783,8.64512825012207,-12.2195558547974,-11.5881767272949,-18.4099426269531,-18.6451034545898,-10.6125164031982,-13.6417675018311,-6.3217191696167,-4.94473028182983,2344.435546875,790.002624511719,530.800659179688,245.813293457031,313.791046142578,165.966781616211,140.408020019531,87.3573913574219,69.9602890014648,93.7293319702148,58.7144355773926,48.9063873291016,38.506908416748,35.0278930664062,15.2956924312532,2.597815290265,0.201667114815811,0.824500000000002,0.315040000000002,57.0970328789094,1.09533370239829,0.133440475208521
2,"neutral",124.35746749118,101.024482400812,499.330234567379,563.682758924746,184.679481465651,2581.45041336469,1730.33041958718,301.335319717439,3046.01660310517,2809.21685954088,253.389106408908,3233.67933883547,3922.74320262052,389.741166684264,5333.38673649993,60.1881306253263,7.76169009618852,40.0797543427994,11.292166386053,6.02065513407586,35.3200264935487,0.0223318881439551,0.000116135775101016,0.0125057109439625,0.0130453171655603,0.0387561743932364,0.13627740736246,1.33363508747962,0.0563441368412618,0.0822314806007842,0.138373048619615,0.176716031830127,0.702687711867671,-363.402191162109,121.78295135498,-5.16287612915039,13.2162752151489,-5.86339616775513,2.90685534477234,-14.926833152771,-16.5206909179688,-13.8181571960449,-23.299970626831,-12.8901691436768,-12.2761697769165,-6.86449098587036,-8.93553924560547,2195.21752929688,1005.21368408203,431.079528808594,385.493713378906,295.572387695312,125.941345214844,242.493270874023,90.3050384521484,64.3909072875977,119.27214050293,69.9675064086914,62.2881393432617,52.287841796875,36.7457504272461,15.6122089235174,3.01539150168917,0.381190949437743,0.693999999999999,0.0965000000000007,46.4894761100015,0.767778080384129,0.128089118329435
3,"neutral",118.001918564396,68.7741160370617,439.298251714214,613.592311519881,278.302149934528,2317.48334870629,1789.7670047614,370.835090882515,2914.83109571675,2955.12007739983,307.830213247544,2919.52907527716,3969.04992184513,521.987455643545,5377.32797035425,54.6897942157584,7.13284491240645,32.3806808661049,10.7843015425798,5.55220975454079,32.2355703227647,0.0195227403175541,0.000105930644982268,0.0100256742748867,0.0101970003240172,0.0313492154021495,0.136818423629193,1.3639942028825,0.0626649588067167,0.0787220720380662,0.145170448889696,0.182181673137111,0.71221586044541,-387.656433105469,141.21061706543,-16.0471496582031,29.7242469787598,-1.83464598655701,7.41126680374146,-12.4856119155884,-0.658168077468872,-11.3117752075195,-16.8121128082275,-10.1836032867432,-9.52374744415283,-5.76380348205566,-6.76342248916626,1636.66955566406,955.712890625,376.192596435547,283.251892089844,291.656280517578,204.8857421875,153.269622802734,95.3203048706055,68.7339630126953,76.7041473388672,60.0388984680176,65.0780334472656,53.2746162414551,41.165168762207,15.4987389249686,2.71618602620733,0.154667079112211,0.5825,0.072999999999999,36.0758501802225,0.759129270231089,0.127182138362854
4,"neutral",67.7964226692271,70.6459847430669,455.605451125327,582.475453416488,237.743329995992,2084.32288866801,1690.30801098438,373.737551160739,3095.2269002379,2742.03729946946,369.790563621809,2573.21445437322,3711.88998437795,553.826091377103,5205.47867903316,59.2045473140467,8.05632665634492,35.424880459113,6.09191276117217,5.49375290439501,30.1519773266869,0.025790739643681,0.000183968891054958,0.015116610168909,0.0162651938464544,0.0416614865596693,0.171200546823205,1.56193582166176,0.0716290216980213,0.111424264620417,0.173490613237332,0.209970134344703,0.672496632700872,-359.503662109375,126.189399719238,-5.16287612915039,20.4591331481934,-1.43721687793732,8.93131065368652,-17.9960746765137,-14.6493520736694,-8.59902381896973,-21.5929298400879,-13.9028358459473,-10.7434129714966,-11.3775205612183,-6.77237939834595,2476.4091796875,1785.30615234375,351.317230224609,304.001373291016,450.393218994141,225.363693237305,167.135101318359,110.220611572266,89.1556777954102,136.901168823242,72.7483062744141,64.7363586425781,42.8501739501953,45.0150337219238,15.2731795817759,2.90781396514639,0.273666446213141,0.683,0.1061,51.7924853498793,1.03344905711423,0.129854379261142
5,"neutral",135.512790097189,114.598369262973,487.509153621066,558.308056992682,163.11327279452,1781.37378344841,1649.86682669268,321.101177852103,2485.36631598025,2889.25230746704,280.463394224673,2672.49229728196,3992.22664051039,360.418769120166,5379.08983237067,56.7090158598853,7.93792882437734,36.2948260156086,12.3846769680149,6.84621377728412,33.5162605377048,0.0295545853934227,0.000116135775101016,0.0155705683004957,0.0142667346099156,0.0467117049014873,0.148408142399372,1.41926045181997,0.0718076359408126,0.0892090368439764,0.138540260612584,0.215422907822438,0.72518608626502,-379.362274169922,116.871650695801,-0.084446094930172,19.7467002868652,0.908060073852539,-1.51520597934723,-9.13403224945068,-9.52630805969238,-18.8155250549316,-23.327938079834,-15.6845960617065,-12.1543474197388,-10.4110698699951,-7.01721477508545,1467.70886230469,729.018188476562,386.975250244141,361.998840332031,166.96728515625,103.732986450195,119.914695739746,83.3315963745117,75.7582473754883,90.6437606811523,68.4558868408203,63.1151504516602,52.6791458129883,37.7874603271484,15.1338356670083,3.20658415460946,0.213848851631667,0.6705,0,54.6252413550992,1.10497615230213,0.134564464915804
6,"neutral",108.314579615613,112.882766797074,498.284617446634,567.143431557789,254.92873005753,2707.64546432253,1749.61605799105,373.801328519259,3330.46408626009,2815.37450752638,262.995556134745,2276.16969830573,3850.2765524824,460.789596453545,5327.21146125246,59.1160730847695,7.76169009618852,42.323677948852,9.75471690337932,6.57047156028966,31.384673315633,0.0320330423298136,0.000145098656127331,0.0176098173073104,0.0185504562589488,0.0493517443969402,0.164280708117237,1.50793634218767,0.0728932942116933,0.101986420482726,0.170038007491347,0.235743571303363,0.774800239238184,-378.978485107422,124.697692871094,-9.1806001663208,14.7812948226929,4.38530540466309,0.567223072052002,-19.0304985046387,-15.0644636154175,-9.67641735076904,-22.1891422271729,-13.7674055099487,-8.32524967193604,-12.6048669815063,-12.2834939956665,2422.6552734375,1798.296875,459.663543701172,361.998840332031,370.371612548828,292.296936035156,242.493270874023,119.144332885742,94.902717590332,114.717292785645,91.4728012084961,77.5549621582031,48.4104385375977,46.554370880127,15.6221755518521,3.74711892304489,0.223084816847365,0.728000000000002,0.203857142857143,56.0891279293123,1.03344905711423,0.133195816771296
7,"neutral",76.4322766489071,76.58721478927,487.158646988646,596.02425526266,285.343898510692,2394.76351420423,1729.6163804197,390.217628198372,3165.54124870005,2798.25349040029,356.000240915412,2932.94668925588,3878.25191156752,517.077116430568,5354.40030279069,51.8837282890901,7.40599845882318,36.303029249451,9.13127225052499,5.63973948398789,30.07981730702,0.025790739643681,0.000239687343050574,0.0124692282769719,0.0132763448346595,0.0369745078634741,0.165440497816472,1.48416287049319,0.0704096291188278,0.101003286122169,0.167561199881114,0.214803186295665,0.672496632700872,-458.279663085938,135.83967590332,2.65199708938599,26.34494972229,1.42719614505768,5.22607564926147,-4.40244579315186,-4.71068716049194,-9.08722877502441,-12.0503492355347,-13.1541709899902,-9.63669776916504,-5.26454544067383,-8.48083400726318,2134.09936523438,1112.90295410156,335.6826171875,347.718688964844,296.310943603516,137.962509155273,105.091583251953,40.2215919494629,62.6250076293945,74.1632690429688,60.0388984680176,47.6675109863281,45.3339500427246,39.6381225585938,15.237119848928,3.05479260843797,0.262432751607401,0.85,0.238,52.830540037244,1.00424214229659,0.133994440348989
8,"neutral",75.9441944629764,69.850032371803,356.196292389811,585.115759287936,327.687271323451,2765.12197326439,1690.30801098438,397.524705596415,3283.85887833728,2743.73166806672,336.221514615673,2634.1197126069,3803.73392529636,422.5798393756,5327.21146125246,59.2540722219366,7.52807157614661,37.2829619494991,9.91513535326601,5.85980590536906,29.1385065812114,0.0224718411547306,0.000146475518112621,0.0121098308349719,0.0123561520575239,0.0335166859770149,0.151376041375602,1.40156221741349,0.0661808533662854,0.0876027083710728,0.139226217641621,0.208817610559188,0.757809667976,-376.480682373047,135.059646606445,-10.2995100021362,19.6492366790771,1.85656332969666,7.41126680374146,-10.7427177429199,-4.10339212417603,-13.9392948150635,-16.3156204223633,-13.9028358459473,-12.4754810333252,-9.00488376617432,-10.5634546279907,3329.81811523438,1333.95617675781,549.379150390625,305.096466064453,295.572387695312,177.531661987305,153.269622802734,89.7374725341797,114.21036529541,89.7613906860352,72.961555480957,93.5991439819336,51.0440254211426,52.8627281188965,15.9588482555503,6.09178439523842,0.16386003831804,0.6705,0.116444444444446,58.4635416666667,0.901660433844562,0.128411540504186
9,"neutral",71.0448257462818,90.3163167120586,491.192603839972,594.651664936118,282.204732991263,2591.87866413747,1750.53025131414,350.119732882751,3261.08307627966,2742.03729946946,321.912195706966,3064.18822315034,3826.703552105,448.828942031153,5442.38363607517,48.9844563625286,7.4199566744056,30.3337455225635,7.7144346623619,5.6327297230205,27.0889545980013,0.027305075743561,0.000221035535286954,0.0154519186430103,0.0158866065452669,0.0452505488879051,0.153830561146834,1.48386613010569,0.0791939068064618,0.10096894810253,0.16872997226429,0.225058621137499,0.709220933295429,-547.381042480469,144.797012329102,-17.52565574646,30.8433799743652,-1.80136513710022,16.3231925964355,-11.4769287109375,-8.4846076965332,-10.0525379180908,-13.1185255050659,-11.9152021408081,-8.85904788970947,2.79072403907776,-6.44641494750977,1517.96533203125,1412.6845703125,377.993988037109,283.251892089844,291.68408203125,180.85205078125,140.408020019531,76.2510757446289,79.7954711914062,55.5295295715332,64.6897583007812,60.5920791625977,44.6726875305176,35.7805824279785,15.2171273646982,2.597815290265,0.0978792822185971,0.881,0.443000000000001,56.7598621217924,1.10263549657387,0.137466011376603
10,"neutral",72.9051499903922,90.3163167120586,497.318803980843,609.616315621628,241.28005868798,2537.55718275042,1724.71718127246,354.723703033507,3105.6334727091,2822.86617030431,303.143735169915,2468.61884844587,3897.60871052361,412.281921924118,5437.0067806816,58.1539319764104,8.22831616742975,39.3690288086835,9.64654424835804,5.82202625611998,34.2830237303877,0.0211903871115105,0.000142612291948322,0.0107539801721769,0.0112549907290924,0.0319874472620012,0.144282719990044,1.29018327399016,0.0617470683275559,0.0909717117987007,0.127635091868343,0.200438338638895,0.70297378614845,-379.362274169922,136.148986816406,-13.3316698074341,17.4948215484619,1.09585249423981,6.99851942062378,-13.614426612854,-10.9239988327026,-8.63138389587402,-16.8666706085205,-10.1748580932617,-9.33191776275635,-5.25342321395874,-8.64431381225586,2774.34887695312,1533.64660644531,520.053588867188,374.292877197266,326.756622314453,201.615036010742,225.737014770508,99.1358261108398,71.4493255615234,85.7147750854492,74.8649978637695,56.2430953979492,45.1019897460938,41.7351837158203,15.5501366362671,3.53614489107649,0.300842358604092,0.6555,0.212499999999991,55.2814532406369,0.953123398516482,0.137046680752195
